image_path                                 ,label_path
dlt_32N_07/images/32N-12E-230N_05_35/07.tif,dlt_32N_07/labels/32N-12E-230N_05_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_05_37/07.tif,dlt_32N_07/labels/32N-12E-230N_05_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_14/07.tif,dlt_32N_07/labels/32N-12E-230N_06_14/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_16/07.tif,dlt_32N_07/labels/32N-12E-230N_06_16/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_18/07.tif,dlt_32N_07/labels/32N-12E-230N_06_18/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_22/07.tif,dlt_32N_07/labels/32N-12E-230N_06_22/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_28/07.tif,dlt_32N_07/labels/32N-12E-230N_06_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_32/07.tif,dlt_32N_07/labels/32N-12E-230N_06_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_34/07.tif,dlt_32N_07/labels/32N-12E-230N_06_34/dlt.tif
dlt_32N_07/images/32N-12E-230N_06_36/07.tif,dlt_32N_07/labels/32N-12E-230N_06_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_09/07.tif,dlt_32N_07/labels/32N-12E-230N_07_09/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_11/07.tif,dlt_32N_07/labels/32N-12E-230N_07_11/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_13/07.tif,dlt_32N_07/labels/32N-12E-230N_07_13/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_17/07.tif,dlt_32N_07/labels/32N-12E-230N_07_17/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_19/07.tif,dlt_32N_07/labels/32N-12E-230N_07_19/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_21/07.tif,dlt_32N_07/labels/32N-12E-230N_07_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_25/07.tif,dlt_32N_07/labels/32N-12E-230N_07_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_27/07.tif,dlt_32N_07/labels/32N-12E-230N_07_27/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_29/07.tif,dlt_32N_07/labels/32N-12E-230N_07_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_31/07.tif,dlt_32N_07/labels/32N-12E-230N_07_31/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_33/07.tif,dlt_32N_07/labels/32N-12E-230N_07_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_35/07.tif,dlt_32N_07/labels/32N-12E-230N_07_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_07_37/07.tif,dlt_32N_07/labels/32N-12E-230N_07_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_08_12/07.tif,dlt_32N_07/labels/32N-12E-230N_08_12/dlt.tif
dlt_32N_07/images/32N-12E-230N_08_18/07.tif,dlt_32N_07/labels/32N-12E-230N_08_18/dlt.tif
dlt_32N_07/images/32N-12E-230N_08_22/07.tif,dlt_32N_07/labels/32N-12E-230N_08_22/dlt.tif
dlt_32N_07/images/32N-12E-230N_08_30/07.tif,dlt_32N_07/labels/32N-12E-230N_08_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_15/07.tif,dlt_32N_07/labels/32N-12E-230N_09_15/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_23/07.tif,dlt_32N_07/labels/32N-12E-230N_09_23/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_27/07.tif,dlt_32N_07/labels/32N-12E-230N_09_27/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_29/07.tif,dlt_32N_07/labels/32N-12E-230N_09_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_31/07.tif,dlt_32N_07/labels/32N-12E-230N_09_31/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_35/07.tif,dlt_32N_07/labels/32N-12E-230N_09_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_09_37/07.tif,dlt_32N_07/labels/32N-12E-230N_09_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_04/07.tif,dlt_32N_07/labels/32N-12E-230N_10_04/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_14/07.tif,dlt_32N_07/labels/32N-12E-230N_10_14/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_18/07.tif,dlt_32N_07/labels/32N-12E-230N_10_18/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_20/07.tif,dlt_32N_07/labels/32N-12E-230N_10_20/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_24/07.tif,dlt_32N_07/labels/32N-12E-230N_10_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_28/07.tif,dlt_32N_07/labels/32N-12E-230N_10_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_30/07.tif,dlt_32N_07/labels/32N-12E-230N_10_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_32/07.tif,dlt_32N_07/labels/32N-12E-230N_10_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_10_34/07.tif,dlt_32N_07/labels/32N-12E-230N_10_34/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_05/07.tif,dlt_32N_07/labels/32N-12E-230N_11_05/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_09/07.tif,dlt_32N_07/labels/32N-12E-230N_11_09/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_17/07.tif,dlt_32N_07/labels/32N-12E-230N_11_17/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_21/07.tif,dlt_32N_07/labels/32N-12E-230N_11_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_25/07.tif,dlt_32N_07/labels/32N-12E-230N_11_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_27/07.tif,dlt_32N_07/labels/32N-12E-230N_11_27/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_29/07.tif,dlt_32N_07/labels/32N-12E-230N_11_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_33/07.tif,dlt_32N_07/labels/32N-12E-230N_11_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_11_37/07.tif,dlt_32N_07/labels/32N-12E-230N_11_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_18/07.tif,dlt_32N_07/labels/32N-12E-230N_12_18/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_22/07.tif,dlt_32N_07/labels/32N-12E-230N_12_22/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_26/07.tif,dlt_32N_07/labels/32N-12E-230N_12_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_28/07.tif,dlt_32N_07/labels/32N-12E-230N_12_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_30/07.tif,dlt_32N_07/labels/32N-12E-230N_12_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_34/07.tif,dlt_32N_07/labels/32N-12E-230N_12_34/dlt.tif
dlt_32N_07/images/32N-12E-230N_12_36/07.tif,dlt_32N_07/labels/32N-12E-230N_12_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_13_19/07.tif,dlt_32N_07/labels/32N-12E-230N_13_19/dlt.tif
dlt_32N_07/images/32N-12E-230N_13_21/07.tif,dlt_32N_07/labels/32N-12E-230N_13_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_13_25/07.tif,dlt_32N_07/labels/32N-12E-230N_13_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_13_29/07.tif,dlt_32N_07/labels/32N-12E-230N_13_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_13_33/07.tif,dlt_32N_07/labels/32N-12E-230N_13_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_13_37/07.tif,dlt_32N_07/labels/32N-12E-230N_13_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_14/07.tif,dlt_32N_07/labels/32N-12E-230N_14_14/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_18/07.tif,dlt_32N_07/labels/32N-12E-230N_14_18/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_20/07.tif,dlt_32N_07/labels/32N-12E-230N_14_20/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_24/07.tif,dlt_32N_07/labels/32N-12E-230N_14_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_26/07.tif,dlt_32N_07/labels/32N-12E-230N_14_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_28/07.tif,dlt_32N_07/labels/32N-12E-230N_14_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_30/07.tif,dlt_32N_07/labels/32N-12E-230N_14_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_34/07.tif,dlt_32N_07/labels/32N-12E-230N_14_34/dlt.tif
dlt_32N_07/images/32N-12E-230N_14_36/07.tif,dlt_32N_07/labels/32N-12E-230N_14_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_15_25/07.tif,dlt_32N_07/labels/32N-12E-230N_15_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_15_31/07.tif,dlt_32N_07/labels/32N-12E-230N_15_31/dlt.tif
dlt_32N_07/images/32N-12E-230N_15_35/07.tif,dlt_32N_07/labels/32N-12E-230N_15_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_15_37/07.tif,dlt_32N_07/labels/32N-12E-230N_15_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_16_08/07.tif,dlt_32N_07/labels/32N-12E-230N_16_08/dlt.tif
dlt_32N_07/images/32N-12E-230N_16_24/07.tif,dlt_32N_07/labels/32N-12E-230N_16_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_16_30/07.tif,dlt_32N_07/labels/32N-12E-230N_16_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_16_32/07.tif,dlt_32N_07/labels/32N-12E-230N_16_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_16_34/07.tif,dlt_32N_07/labels/32N-12E-230N_16_34/dlt.tif
dlt_32N_07/images/32N-12E-230N_17_19/07.tif,dlt_32N_07/labels/32N-12E-230N_17_19/dlt.tif
dlt_32N_07/images/32N-12E-230N_17_23/07.tif,dlt_32N_07/labels/32N-12E-230N_17_23/dlt.tif
dlt_32N_07/images/32N-12E-230N_17_25/07.tif,dlt_32N_07/labels/32N-12E-230N_17_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_17_29/07.tif,dlt_32N_07/labels/32N-12E-230N_17_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_17_33/07.tif,dlt_32N_07/labels/32N-12E-230N_17_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_17_37/07.tif,dlt_32N_07/labels/32N-12E-230N_17_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_08/07.tif,dlt_32N_07/labels/32N-12E-230N_18_08/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_18/07.tif,dlt_32N_07/labels/32N-12E-230N_18_18/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_22/07.tif,dlt_32N_07/labels/32N-12E-230N_18_22/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_24/07.tif,dlt_32N_07/labels/32N-12E-230N_18_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_26/07.tif,dlt_32N_07/labels/32N-12E-230N_18_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_28/07.tif,dlt_32N_07/labels/32N-12E-230N_18_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_18_30/07.tif,dlt_32N_07/labels/32N-12E-230N_18_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_09/07.tif,dlt_32N_07/labels/32N-12E-230N_19_09/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_21/07.tif,dlt_32N_07/labels/32N-12E-230N_19_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_23/07.tif,dlt_32N_07/labels/32N-12E-230N_19_23/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_25/07.tif,dlt_32N_07/labels/32N-12E-230N_19_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_33/07.tif,dlt_32N_07/labels/32N-12E-230N_19_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_35/07.tif,dlt_32N_07/labels/32N-12E-230N_19_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_19_37/07.tif,dlt_32N_07/labels/32N-12E-230N_19_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_20_24/07.tif,dlt_32N_07/labels/32N-12E-230N_20_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_20_26/07.tif,dlt_32N_07/labels/32N-12E-230N_20_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_20_28/07.tif,dlt_32N_07/labels/32N-12E-230N_20_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_20_30/07.tif,dlt_32N_07/labels/32N-12E-230N_20_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_20_32/07.tif,dlt_32N_07/labels/32N-12E-230N_20_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_20_36/07.tif,dlt_32N_07/labels/32N-12E-230N_20_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_21/07.tif,dlt_32N_07/labels/32N-12E-230N_21_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_25/07.tif,dlt_32N_07/labels/32N-12E-230N_21_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_27/07.tif,dlt_32N_07/labels/32N-12E-230N_21_27/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_29/07.tif,dlt_32N_07/labels/32N-12E-230N_21_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_33/07.tif,dlt_32N_07/labels/32N-12E-230N_21_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_35/07.tif,dlt_32N_07/labels/32N-12E-230N_21_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_21_37/07.tif,dlt_32N_07/labels/32N-12E-230N_21_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_22_22/07.tif,dlt_32N_07/labels/32N-12E-230N_22_22/dlt.tif
dlt_32N_07/images/32N-12E-230N_22_26/07.tif,dlt_32N_07/labels/32N-12E-230N_22_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_22_28/07.tif,dlt_32N_07/labels/32N-12E-230N_22_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_22_30/07.tif,dlt_32N_07/labels/32N-12E-230N_22_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_22_32/07.tif,dlt_32N_07/labels/32N-12E-230N_22_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_22_36/07.tif,dlt_32N_07/labels/32N-12E-230N_22_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_21/07.tif,dlt_32N_07/labels/32N-12E-230N_23_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_23/07.tif,dlt_32N_07/labels/32N-12E-230N_23_23/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_25/07.tif,dlt_32N_07/labels/32N-12E-230N_23_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_27/07.tif,dlt_32N_07/labels/32N-12E-230N_23_27/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_29/07.tif,dlt_32N_07/labels/32N-12E-230N_23_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_33/07.tif,dlt_32N_07/labels/32N-12E-230N_23_33/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_35/07.tif,dlt_32N_07/labels/32N-12E-230N_23_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_23_37/07.tif,dlt_32N_07/labels/32N-12E-230N_23_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_24_26/07.tif,dlt_32N_07/labels/32N-12E-230N_24_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_24_28/07.tif,dlt_32N_07/labels/32N-12E-230N_24_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_24_30/07.tif,dlt_32N_07/labels/32N-12E-230N_24_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_24_32/07.tif,dlt_32N_07/labels/32N-12E-230N_24_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_25_05/07.tif,dlt_32N_07/labels/32N-12E-230N_25_05/dlt.tif
dlt_32N_07/images/32N-12E-230N_25_25/07.tif,dlt_32N_07/labels/32N-12E-230N_25_25/dlt.tif
dlt_32N_07/images/32N-12E-230N_25_27/07.tif,dlt_32N_07/labels/32N-12E-230N_25_27/dlt.tif
dlt_32N_07/images/32N-12E-230N_25_29/07.tif,dlt_32N_07/labels/32N-12E-230N_25_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_25_35/07.tif,dlt_32N_07/labels/32N-12E-230N_25_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_25_37/07.tif,dlt_32N_07/labels/32N-12E-230N_25_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_26_06/07.tif,dlt_32N_07/labels/32N-12E-230N_26_06/dlt.tif
dlt_32N_07/images/32N-12E-230N_26_24/07.tif,dlt_32N_07/labels/32N-12E-230N_26_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_26_28/07.tif,dlt_32N_07/labels/32N-12E-230N_26_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_26_36/07.tif,dlt_32N_07/labels/32N-12E-230N_26_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_27_13/07.tif,dlt_32N_07/labels/32N-12E-230N_27_13/dlt.tif
dlt_32N_07/images/32N-12E-230N_27_31/07.tif,dlt_32N_07/labels/32N-12E-230N_27_31/dlt.tif
dlt_32N_07/images/32N-12E-230N_27_35/07.tif,dlt_32N_07/labels/32N-12E-230N_27_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_28_10/07.tif,dlt_32N_07/labels/32N-12E-230N_28_10/dlt.tif
dlt_32N_07/images/32N-12E-230N_28_26/07.tif,dlt_32N_07/labels/32N-12E-230N_28_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_28_28/07.tif,dlt_32N_07/labels/32N-12E-230N_28_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_28_30/07.tif,dlt_32N_07/labels/32N-12E-230N_28_30/dlt.tif
dlt_32N_07/images/32N-12E-230N_28_32/07.tif,dlt_32N_07/labels/32N-12E-230N_28_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_28_36/07.tif,dlt_32N_07/labels/32N-12E-230N_28_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_29_31/07.tif,dlt_32N_07/labels/32N-12E-230N_29_31/dlt.tif
dlt_32N_07/images/32N-12E-230N_29_37/07.tif,dlt_32N_07/labels/32N-12E-230N_29_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_30_24/07.tif,dlt_32N_07/labels/32N-12E-230N_30_24/dlt.tif
dlt_32N_07/images/32N-12E-230N_30_32/07.tif,dlt_32N_07/labels/32N-12E-230N_30_32/dlt.tif
dlt_32N_07/images/32N-12E-230N_30_36/07.tif,dlt_32N_07/labels/32N-12E-230N_30_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_31_21/07.tif,dlt_32N_07/labels/32N-12E-230N_31_21/dlt.tif
dlt_32N_07/images/32N-12E-230N_31_29/07.tif,dlt_32N_07/labels/32N-12E-230N_31_29/dlt.tif
dlt_32N_07/images/32N-12E-230N_31_35/07.tif,dlt_32N_07/labels/32N-12E-230N_31_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_31_37/07.tif,dlt_32N_07/labels/32N-12E-230N_31_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_32_02/07.tif,dlt_32N_07/labels/32N-12E-230N_32_02/dlt.tif
dlt_32N_07/images/32N-12E-230N_33_03/07.tif,dlt_32N_07/labels/32N-12E-230N_33_03/dlt.tif
dlt_32N_07/images/32N-12E-230N_33_35/07.tif,dlt_32N_07/labels/32N-12E-230N_33_35/dlt.tif
dlt_32N_07/images/32N-12E-230N_33_37/07.tif,dlt_32N_07/labels/32N-12E-230N_33_37/dlt.tif
dlt_32N_07/images/32N-12E-230N_34_26/07.tif,dlt_32N_07/labels/32N-12E-230N_34_26/dlt.tif
dlt_32N_07/images/32N-12E-230N_34_28/07.tif,dlt_32N_07/labels/32N-12E-230N_34_28/dlt.tif
dlt_32N_07/images/32N-12E-230N_34_36/07.tif,dlt_32N_07/labels/32N-12E-230N_34_36/dlt.tif
dlt_32N_07/images/32N-12E-230N_37_09/07.tif,dlt_32N_07/labels/32N-12E-230N_37_09/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_01/07.tif,dlt_32N_07/labels/32N-13E-223N_01_01/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_09/07.tif,dlt_32N_07/labels/32N-13E-223N_01_09/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_13/07.tif,dlt_32N_07/labels/32N-13E-223N_01_13/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_17/07.tif,dlt_32N_07/labels/32N-13E-223N_01_17/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_19/07.tif,dlt_32N_07/labels/32N-13E-223N_01_19/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_25/07.tif,dlt_32N_07/labels/32N-13E-223N_01_25/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_29/07.tif,dlt_32N_07/labels/32N-13E-223N_01_29/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_31/07.tif,dlt_32N_07/labels/32N-13E-223N_01_31/dlt.tif
dlt_32N_07/images/32N-13E-223N_01_37/07.tif,dlt_32N_07/labels/32N-13E-223N_01_37/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_04/07.tif,dlt_32N_07/labels/32N-13E-223N_02_04/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_06/07.tif,dlt_32N_07/labels/32N-13E-223N_02_06/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_12/07.tif,dlt_32N_07/labels/32N-13E-223N_02_12/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_14/07.tif,dlt_32N_07/labels/32N-13E-223N_02_14/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_16/07.tif,dlt_32N_07/labels/32N-13E-223N_02_16/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_22/07.tif,dlt_32N_07/labels/32N-13E-223N_02_22/dlt.tif
dlt_32N_07/images/32N-13E-223N_02_24/07.tif,dlt_32N_07/labels/32N-13E-223N_02_24/dlt.tif
